Date,Balance,Inflow,Outflow,Netflow,Netflow_Calculated,daily_decay_rate,decay_rate_ma30,decay_rate_ma90,balance_ma30,balance_ma90,day_of_week,day_name,month,month_name,year,balance_pct_of_max,balance_pct_of_min,distance_from_min,distance_from_max,balance_volatility_30d,balance_volatility_90d,balance_ma30_ratio,balance_ma90_ratio,balance_change_7d,balance_pct_change_7d,decay_volatility_30d,decay_acceleration,decay_spike_flag,Predicted_Decay,Stress_P90,Stress_P95,Stress_P85,inflow_outflow_ratio,net_flow,net_flow_pct_balance,outflow_volatility_30d,inflow_consistency,quarter,days_since_start,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023
2017-01-14,9595.873656112271,74.31936474211655,159.21257011704867,-84.89320537493212,-84.89320537493212,0.0165917743212089,0.0258307682916496,0.0258307682916496,9756.433776529477,9756.433776529477,5,Saturday,1,January,2017,0.42185307759570534,1.008925810100719,84.89320537493222,13151.08296395711,104.72899511955286,104.72899511955286,0.9835431547945873,0.9835431547945873,-184.04241799903866,-0.01881840463705231,0.00560512469143271,-0.00033429627783449975,0,0.0206583345898685,0,0,0,0.46679332346358715,-84.89320537493212,-0.008846844843654002,54.860826561225835,1.7360445098557384,1,14,1,0,0,0,0,0,0
2017-01-15,9510.98045073734,325.8889272270463,285.3044678237256,40.58445940332069,40.58445940332069,0.0299973771685764,0.0260911813464575,0.0260911813464575,9741.092943667469,9741.092943667469,6,Sunday,1,January,2017,0.4181210088713982,1.0,0.0,13235.976169332042,118.331779489856,118.331779489856,0.9763771381444706,0.9763771381444706,-168.89872515942807,-0.017448433197388646,0.005514341964239407,0.013405602847367502,1,0.0277432065097644,1,1,1,1.1422496454853825,40.58445940332069,0.0042671162677213135,53.647820414483874,1.8090125609225307,1,15,1,0,0,0,0,0,0
2017-01-16,9551.56491014066,392.2101171581746,265.0197248905504,127.19039226762423,127.19039226762423,0.0277462099021266,0.0261885359673792,0.0261885359673792,9729.944235812947,9729.944235812947,0,Monday,1,January,2017,0.41990517983022935,1.0042671162677212,40.58445940332058,13195.391709928721,123.45141589281342,123.45141589281342,0.9816669734842131,0.9816669734842131,-168.4622913019848,-0.01733146294868204,0.005354306119383048,-0.0022511672664498016,1,0.0275719688165052,1,1,1,1.479928021660094,127.19039226762425,0.013316183626893364,52.01114926455918,1.8493212369768868,1,16,1,0,0,0,0,0,0
2017-01-17,9678.755302408284,313.46176448051824,286.00137050596,27.460393974558254,27.460393974558254,0.0295493957197984,0.0263752503980692,0.0263752503980692,9727.100406179356,9727.100406179356,1,Tuesday,1,January,2017,0.4254967143107324,1.017640121598393,167.77485167094528,13068.201317661096,120.37167139675574,120.37167139675574,0.995029854555592,0.995029854555592,-20.681918942967968,-0.002132280303587253,0.005254495898926117,0.0018031858176718006,1,0.0277121306105927,1,1,1,1.096014903446017,27.460393974558258,0.0028371823769245946,50.99174398565154,1.920215712344227,1,17,1,0,0,0,0,0,0
2017-01-18,9706.215696382844,688.539864651977,273.2298753016151,415.30998935036195,415.30998935036195,0.0281499900526049,0.0264686577483079,0.0264686577483079,9726.00121092691,9726.00121092691,2,Wednesday,1,January,2017,0.4267039260900142,1.0205273522174434,195.23524564550462,13040.740923686537,117.0783171883611,117.0783171883611,0.9979657092246875,0.9979657092246875,31.630594133741397,0.0032694522606853127,0.005122658211287169,-0.0013994056671935012,1,0.0276884276284199,1,1,1,2.520002118699159,415.30998935036195,0.042788044521319776,49.70308222579223,1.6565942824907356,1,18,1,0,0,0,0,0,0
2017-01-19,10121.525685733206,428.67048091871345,309.84462575204253,118.82585516667092,118.82585516667092,0.030612442765302,0.0266758469991576,0.0266758469991576,9745.777434667223,9745.777434667223,3,Thursday,1,January,2017,0.4449617526769757,1.064193721999348,610.5452349958668,12625.430934336175,144.24934772526234,144.24934772526234,1.0385549796909366,1.0385549796909366,438.3610169219628,0.04527042882311938,0.005071393949594721,0.0024624527126970996,1,0.0280516618484566,1,1,1,1.3835014239096823,118.82585516667092,0.011739915389846995,49.778394549682474,1.7075367244842345,1,19,1,0,0,0,0,0,0
2017-01-20,10240.351540899876,104.71230756996276,211.09844460769955,-106.3861370377368,-106.3861370377368,0.0206143747863121,0.0263872054652126,0.0263872054652126,9769.328582583064,9769.328582583064,4,Friday,1,January,2017,0.45018556600512133,1.0766872662540266,729.3710901625363,12506.605079169505,177.24352889297597,177.24352889297597,1.0482144657470687,1.0482144657470687,548.810335462611,0.056627766815324554,0.005116901152051651,-0.009998067978989899,0,0.0227221453416658,0,0,1,0.4960354291788255,-106.38613703773679,-0.010388914541930663,49.67876398805973,1.6554317919651294,1,20,1,0,0,0,0,0,0
2017-01-21,10133.96540386214,100.82908350067352,195.65271623654365,-94.82363273587008,-94.82363273587008,0.0193066295807541,0.0260653611068281,0.0260653611068281,9785.902983550295,9785.902983550295,5,Saturday,1,January,2017,0.44550862663188345,1.0655016542565285,622.9849531248001,12612.991216207241,189.63897344539842,189.63897344539842,1.0355677366612894,1.0355677366612894,538.0917477498679,0.056075326440664375,0.005216773585320259,-0.0013077452055580002,0,0.0213591380092179,0,0,0,0.5153472205250215,-94.82363273587013,-0.009357011688606323,50.25352865636198,1.6089294173958202,1,21,1,0,0,0,0,0,0
2017-01-22,10039.14177112627,468.99275138503987,344.2563175909839,124.73643379405598,124.73643379405598,0.0342914091103987,0.0264230153678529,0.0264230153678529,9796.913365618817,9796.913365618817,6,Sunday,1,January,2017,0.44133999720511397,1.055531742823421,528.1613203889301,12707.814848943111,192.6564739450983,192.6564739450983,1.024724971679093,1.024724971679093,528.1613203889301,0.05553174282342099,0.00537771091927164,0.0149847795296446,1,0.0285576142690577,1,1,1,1.3623359323277757,124.73643379405598,0.012425009690849507,52.51649183581544,1.641089169205542,1,22,1,0,0,0,0,0,0
2017-01-23,10163.878204920326,518.7061049254379,335.04448375634655,183.66162116909135,183.66162116909135,0.0329642363870664,0.0266955662436535,0.0266955662436535,9812.203567256378,9812.203567256378,0,Monday,1,January,2017,0.446823650947347,1.0686467349570012,652.8977541829863,12583.078415149055,202.765188661969,202.765188661969,1.0358405362519685,1.0358405362519685,612.3132947796657,0.06410607063242457,0.005426343956918931,-0.0013271727233322983,1,0.0286615918122834,1,1,1,1.548170855135329,183.66162116909135,0.018070033649181364,53.670664519344136,1.6586993632695002,1,23,1,0,0,0,0,0,0
2017-01-24,10347.539826089416,578.7616272223889,366.5455409857429,212.21608623664605,212.21608623664605,0.035423448196021,0.0270446815217482,0.0270446815217482,9833.6170176097,9833.6170176097,1,Tuesday,1,January,2017,0.45489776935521564,1.087957217416762,836.559375352077,12399.416793979964,225.53058860185192,225.53058860185192,1.0522618287410828,1.0522618287410828,668.7845236811318,0.06909819525189609,0.005591543791862808,0.0024592118089546006,1,0.0290348176296228,1,1,1,1.5789624003225846,212.21608623664605,0.020508844595271067,56.55281922845123,1.6582601443916984,1,24,1,0,0,0,0,0,0
2017-01-25,10559.755912326063,529.0076009301436,393.1120888699912,135.89551206015233,135.89551206015233,0.0372273840545049,0.0274363239268542,0.0274363239268542,9861.545436637252,9861.545436637252,2,Wednesday,1,January,2017,0.4642271970136573,1.110269962915066,1048.7754615887243,12187.200707743317,262.88665972836304,262.88665972836304,1.0708013242118062,1.0708013242118062,853.5402159432197,0.0879374869302878,0.005831185609091415,0.0018039358584839016,1,0.0295085206340869,1,1,1,1.345691511168702,135.89551206015233,0.01286919065065944,60.749751647573675,1.6834692017605823,1,25,1,0,0,0,0,0,0
2017-01-26,10695.651424386217,445.50843197775646,355.83995860123235,89.6684733765241,89.6684733765241,0.0332695919567753,0.0276523708909254,0.0276523708909254,9892.438250998326,9892.438250998326,3,Thursday,1,January,2017,0.4702014253172473,1.1245582387415207,1184.6709736488774,12051.305195683164,303.67618216297495,303.67618216297495,1.0811946613168733,1.0811946613168733,574.1257386530106,0.05672324079187674,0.00582710805781014,-0.003957792097729604,1,0.0296547674024197,1,1,1,1.251991017897487,89.6684733765241,0.008383638342221857,61.76673525533128,1.7253272799415684,1,26,1,0,0,0,0,0,0
2017-01-27,10785.319897762738,80.59086095281377,149.88812064200926,-69.29725968919549,-69.29725968919549,0.0138974200174722,0.0271611226454449,0.0271611226454449,9924.326881239913,9924.326881239913,4,Friday,1,January,2017,0.47414342401510423,1.1339861283098953,1274.3394470253988,11961.636722306643,342.4565220517266,342.4565220517266,1.086755809923026,1.086755809923026,544.9683568628625,0.05321773912607042,0.00628129638158707,-0.0193721719393031,0,0.0240541690711889,1,0,1,0.5376734367448364,-69.29725968919549,-0.006425146434791445,65.00219642796988,1.6633074062679643,1,27,1,0,0,0,0,0,0
2017-01-28,10716.022638073542,0.0060910993392809,126.30782729698927,-126.30173619765,-126.30173619765,0.011786819752342,0.0266309742698207,0.0266309742698207,9951.62673492383,9951.62673492383,5,Saturday,1,January,2017,0.4710969830847137,1.126700101380482,1205.042187336203,12030.933981995839,367.0166242561327,367.0166242561327,1.0768111509314526,1.0768111509314526,582.0572342114028,0.05743627602967494,0.006796782332324313,-0.0021106002651301997,0,0.0224704461159071,0,0,1,4.8224242864686584e-05,-126.30173619764999,-0.011786251341883661,69.1628834177449,1.5600740081423015,1,28,1,0,0,0,0,0,0
2017-01-29,10589.720901875891,159.56662351821862,151.7501249469777,7.816498571240885,7.816498571240885,0.0143299456475851,0.0262209399824128,0.0262209399824128,9972.8965404889,9972.8965404889,6,Sunday,1,January,2017,0.4655445156356741,1.1134205307986857,1078.740451138552,12157.23571819349,378.98347232114867,378.98347232114867,1.06185007122883,1.06185007122883,550.579130749622,0.054843246893190756,0.0070460712058600244,0.0025431258952431004,0,0.0287210547809226,1,1,1,1.0515090091291328,7.816498571240913,0.0007381213011814388,71.0233138970581,1.55179640703139,1,29,1,0,0,0,0,0,0
2017-01-30,10597.537400447134,287.3666919664133,302.7708039402638,-15.40411197385049,-15.40411197385049,0.0285699207749424,0.0262692525996955,0.0262967135563654,9992.814453837136,9993.04624564884,0,Monday,1,January,2017,0.4658881439593131,1.1142423702096411,1086.556949709795,12149.419219622247,395.78667210805514,389.13646155111195,1.0605157785530372,1.0604911795601366,433.6591955268086,0.04266670524612093,0.007057412016982401,0.0142399751273573,1,0.0284629569799738,1,1,1,0.9491228620019462,-15.40411197385049,-0.0014535558018602091,71.41247772766116,1.6279707111224837,1,30,1,0,0,0,0,0,0
2017-01-31,10582.133288473284,129.65060070780137,392.04239493835166,-262.3917942305503,-262.3917942305503,0.037047576726839,0.0267145758619928,0.0266326780304427,10018.70254917496,10011.455215737104,1,Tuesday,1,January,2017,0.46521094954464315,1.1126227567477445,1071.1528377359446,12164.823331596097,408.3130221919415,396.7202081230267,1.0562378947306628,1.0570025096690365,234.59346238386752,0.02267142396421451,0.007306030252121963,0.008477655951896597,1,0.0288011061808326,1,1,1,0.33070556241293453,-262.3917942305503,-0.024795737029353403,74.98332463972126,1.6464315818712194,1,31,1,0,0,0,0,0,0
2017-02-01,10319.741494242731,302.89615009702,314.65460227436176,-11.75845217734178,-11.75845217734178,0.0304905508001245,0.0266703022252126,0.0267495832658876,10040.46973555389,10020.79722417667,2,Wednesday,2,February,2017,0.4536757011765583,1.085034455458553,808.7610435053921,12427.21512582665,406.303299887098,394.1428613946563,1.0278146108742228,1.0298323839289767,-240.0144180833322,-0.022729163446209122,0.0072780035881836345,-0.006557025926714498,1,0.027870305152661,1,1,1,0.9626306048208091,-11.75845217734178,-0.0011394134420810531,75.1250531281653,1.6410658209469235,1,32,1,0,0,0,0,0,0
2017-02-02,10307.98304206539,258.76714403673424,286.95310109694145,-28.185957060207215,-28.185957060207215,0.0278379485032064,0.0265458776730052,0.0267815940081617,10057.7103435455,10029.24386587928,3,Thursday,2,February,2017,0.45315877698429224,1.0837981526148825,797.0025913280515,12438.97357800399,406.3157610238597,391.2375463917258,1.0248836653643045,1.0277926411914677,-387.6683823208259,-0.036245420399260375,0.007223037741869506,-0.002652602296918098,1,0.0274957508385195,1,1,1,0.9017750393619718,-28.185957060207215,-0.0027343813959709085,74.81145079009545,1.6277545471318942,1,33,1,0,0,0,0,0,0
2017-02-03,10279.797085005182,87.73789077329276,167.48930390229154,-79.75141312899878,-79.75141312899878,0.0162930554482055,0.0260531873997211,0.0264819214778772,10072.934242930402,10036.402529282876,4,Friday,2,February,2017,0.45191966805508543,1.0808346351093847,768.8166342678433,12467.159535064198,405.7772698818294,387.76085238244804,1.0205365027792141,1.024251175160837,-505.5228127575556,-0.046871378647045936,0.0074053388323009235,-0.0115448930550009,0,0.021806687995529,0,0,0,0.5238417542440593,-79.75141312899878,-0.007758072700221842,76.58189403284712,1.5507511504736438,1,34,1,0,0,0,0,0,0
2017-02-04,10200.045671876183,70.4644034331291,163.85700997247915,-93.39260653935004,-93.39260653935004,0.0160643408121465,0.0256004126780853,0.0261925442371625,10084.34556553914,10040.94817213269,5,Saturday,2,February,2017,0.44841364241565396,1.0724494414332881,689.0652211388442,12546.910948193197,404.3269485071583,383.1532139873437,1.0114732389509162,1.0158448681355658,-515.9769661973587,-0.04815004443571402,0.007590918996768944,-0.000228714636059002,0,0.0203060624861015,0,0,0,0.4300359407569079,-93.39260653935004,-0.009156096898355507,78.4149898654415,1.4744292683514544,1,35,1,0,0,0,0,0,0
2017-02-05,10106.653065336834,318.0137464348435,299.77637052693535,18.23737590790813,18.23737590790813,0.0296612902994651,0.0259499732784447,0.0262862941307382,10091.95683065278,10042.723980057128,6,Sunday,2,February,2017,0.4443079236551517,1.0626299904289378,595.6726145994944,12640.303554732547,402.4596485842063,377.94855405090203,1.0014562324166327,1.0063657116741092,-483.0678365390577,-0.0456166730941403,0.007525981947657805,0.0135969494873186,1,0.0274963341662589,1,1,1,1.0608366025509322,18.23737590790813,0.0018044921290963814,77.6714290611746,1.5407365401787418,1,36,1,0,0,0,0,0,0
2017-02-06,10124.89044124474,291.10370774497443,288.75018853113875,2.353519213835682,2.353519213835682,0.0285188457304077,0.0263151087827736,0.0263450454886242,10103.455976223897,10044.88625535154,0,Monday,2,February,2017,0.44510967380628247,1.0645474978828084,613.9099905073999,12622.066178824642,398.1416994295495,373.04436382666313,1.0021214983339644,1.0079646681763645,-472.646959202395,-0.04459969720724488,0.0073692269171825794,-0.0011424445690573978,1,0.0276298235305508,1,1,1,1.0081507105702958,2.353519213835682,0.00023244885734747208,75.91906370207391,1.6195939529579941,1,37,1,0,0,0,0,0,0
2017-02-07,10127.243960458576,255.6070410921863,280.1040827048274,-24.497041612641084,-24.497041612641084,0.0276584709323171,0.0262068874593379,0.0263787230641035,10118.368135709288,10046.997991379923,1,Tuesday,2,February,2017,0.44521313904135307,1.0647949507322834,616.2635097212369,12619.712659610805,390.0249752974663,368.33932000057547,1.000877199231165,1.0079870593332956,-454.88932801470764,-0.04298654303572247,0.007323191325633896,-0.0008603747980906011,1,0.0273115525870688,1,1,1,0.9125430755022018,-24.497041612641112,-0.0024189248040522027,75.70788330213931,1.6063246565456049,1,38,1,0,0,0,0,0,0
2017-02-08,10102.746918845934,82.00654980869147,184.30866523486176,-102.30211542617027,-102.30211542617027,0.0182434209938534,0.0258416456455721,0.0261753405123473,10131.125459622732,10048.391714566573,2,Wednesday,2,February,2017,0.444136201936236,1.0622192918147275,591.7664681085953,12644.209701223446,382.73746302217086,363.6931899901503,0.9971988757922405,1.0054093436863698,-216.9945753967968,-0.021027132851908714,0.007441025116993274,-0.0094150499384637,0,0.0266919231240324,1,1,1,0.4449413688943586,-102.30211542617029,-0.010126168283532194,77.0208795085865,1.5388836608100676,1,39,1,0,0,0,0,0,0
2017-02-09,10000.444803419765,267.28563978833427,261.8952275087476,5.390412279586656,5.390412279586656,0.0261883578837602,0.0257743408754678,0.026175658009211,10141.159045691682,10047.222277709334,3,Thursday,2,February,2017,0.43963880401462085,1.0514630805117973,489.46435268242567,12746.511816649616,374.8955493973549,359.1963097237597,0.9861244418278109,0.995344238138998,-307.5382386456258,-0.029834957759496405,0.007428008107430946,0.0079449368899068,1,0.0263157736209549,1,1,1,1.0205823234385079,5.390412279586656,0.0005390172522869526,76.98779838714258,1.5428263973625609,1,40,1,0,0,0,0,0,0
2017-02-10,10005.835215699351,60.49573833526098,144.40999825359273,-83.91425991833175,-83.91425991833175,0.0144325781047253,0.0253525485778679,0.025896060868628,10152.200716140023,10046.236871471005,4,Friday,2,February,2017,0.43987577691475954,1.052029837252336,494.85476496201227,12741.12140437003,365.4386714647598,354.84629659860025,0.9855828795614748,0.9959784289093975,-273.961869305831,-0.026650513336051174,0.00770503818424475,-0.0117557797790349,0,0.0207381075699372,0,0,0,0.4189165505633951,-83.91425991833175,-0.008386532269357047,79.88640824482246,1.4682925265846818,1,41,1,0,0,0,0,0,0
2017-02-11,9921.92095578102,59.446707775404185,147.13364650272388,-87.6869387273197,-87.6869387273197,0.0148291492301192,0.0249506675419335,0.0256386908305232,10160.159259039016,10043.34580366426,5,Saturday,2,February,2017,0.43618674451715544,1.043206955073893,410.9405050436817,12825.03566428836,357.3827783532362,351.10867615351606,0.9765517156587831,0.9879099206323316,-278.1247160951625,-0.02726700693723505,0.00793335882629157,0.0003965711253939002,0,0.0192940917576926,0,0,0,0.4040320428971605,-87.6869387273197,-0.008837697772247298,82.37368376246624,1.3997670448401098,1,42,1,0,0,0,0,0,0
2017-02-12,9834.2340170537,270.8604175330728,259.6150178219345,11.245399711138305,11.245399711138305,0.0263991092109189,0.0252664354956627,0.0256559730664413,10164.915686092896,10038.593263059473,6,Sunday,2,February,2017,0.43233185789685236,1.0339874072910433,323.2535663163617,12912.72260301568,351.83738077917695,348.4310559007964,0.9674683313417329,0.9796426410901831,-272.4190482831327,-0.026954427595566544,0.0077901791199113815,0.011569959980799701,1,0.0264459979945458,1,1,1,1.0433156749000219,11.245399711138305,0.0011434952322303374,80.62232314858768,1.4642505251271785,1,43,1,0,0,0,0,0,0
2017-02-13,9845.47941676484,242.91614443040675,248.31301042565596,-5.396865995249215,-5.396865995249215,0.0252210176787155,0.0255540769409129,0.0256463073911585,10173.23587811465,10034.301844252925,0,Monday,2,February,2017,0.43282622731509873,1.035169766961467,334.4989660275005,12901.477203304541,340.6915210685662,345.6497457369599,0.9677824769545644,0.98118230541408,-279.4110244798994,-0.027596449176545246,0.007616203278819093,-0.001178091532203402,0,0.0264805811118174,1,1,1,0.978265875050212,-5.396865995249215,-0.0005481567495900153,78.51983359544627,1.5251512038198645,1,44,1,0,0,0,0,0,0
2017-02-14,9840.08255076959,252.45806414019285,254.85741163372893,-2.3993474935360837,-2.3993474935360837,0.02589992617631,0.0254174952411707,0.0256518208430096,10184.205948115725,10030.079685698938,1,Tuesday,2,February,2017,0.4325889706971964,1.0346023316667354,329.10210003225075,12906.87406929979,323.4964839476306,342.98512975031883,0.9662100904970599,0.981057265656598,-287.16140968898617,-0.02835533643804733,0.007570375741378437,0.0006789084975945027,1,0.0261218961821869,1,1,1,0.990585529853123,-2.3993474935360837,-0.00024383408179318896,78.37409454689585,1.5137618833727169,1,45,1,0,0,0,0,0,0
