Date,Balance,Inflow,Outflow,Netflow,Netflow_Calculated,daily_decay_rate,decay_rate_ma30,decay_rate_ma90,balance_ma30,balance_ma90,day_of_week,day_name,month,month_name,year
2017-01-18,9706.215696382844,688.539864651977,273.2298753016151,415.30998935036195,415.30998935036195,0.02814999005260495,0.026468657748307953,0.026468657748307953,9726.00121092691,9726.00121092691,2,Wednesday,1,January,2017
2017-01-19,10121.525685733206,428.67048091871345,309.84462575204253,118.82585516667092,118.82585516667092,0.03061244276530207,0.02667584699915766,0.02667584699915766,9745.777434667223,9745.777434667223,3,Thursday,1,January,2017
2017-01-20,10240.351540899877,104.71230756996275,211.09844460769955,-106.3861370377368,-106.3861370377368,0.020614374786312183,0.02638720546521264,0.02638720546521264,9769.328582583064,9769.328582583064,4,Friday,1,January,2017
2017-01-21,10133.96540386214,100.82908350067353,195.65271623654363,-94.82363273587009,-94.82363273587009,0.019306629580754117,0.026065361106828156,0.026065361106828156,9785.902983550295,9785.902983550295,5,Saturday,1,January,2017
2017-01-22,10039.14177112627,468.99275138503987,344.2563175909839,124.73643379405598,124.73643379405598,0.03429140911039874,0.026423015367852964,0.026423015367852964,9796.913365618815,9796.913365618815,6,Sunday,1,January,2017
2017-01-23,10163.878204920326,518.7061049254379,335.04448375634655,183.66162116909135,183.66162116909135,0.032964236387066484,0.02669556624365353,0.02669556624365353,9812.203567256378,9812.203567256378,0,Monday,1,January,2017
2017-01-24,10347.539826089416,578.7616272223889,366.5455409857429,212.21608623664605,212.21608623664605,0.03542344819602103,0.02704468152174823,0.02704468152174823,9833.6170176097,9833.6170176097,1,Tuesday,1,January,2017
2017-01-25,10559.755912326063,529.0076009301436,393.1120888699912,135.89551206015233,135.89551206015233,0.03722738405450491,0.02743632392685426,0.02743632392685426,9861.545436637252,9861.545436637252,2,Wednesday,1,January,2017
2017-01-26,10695.651424386215,445.50843197775646,355.83995860123235,89.6684733765241,89.6684733765241,0.03326959195677534,0.027652370890925405,0.027652370890925405,9892.438250998326,9892.438250998326,3,Thursday,1,January,2017
2017-01-27,10785.319897762738,80.59086095281377,149.88812064200926,-69.29725968919549,-69.29725968919549,0.013897420017472215,0.027161122645444936,0.027161122645444936,9924.326881239913,9924.326881239913,4,Friday,1,January,2017
2017-01-28,10716.022638073542,0.006091099339280964,126.30782729698927,-126.30173619764999,-126.30173619764999,0.011786819752342002,0.0266309742698207,0.0266309742698207,9951.62673492383,9951.62673492383,5,Saturday,1,January,2017
2017-01-29,10589.720901875893,159.56662351821862,151.75012494697773,7.816498571240885,7.816498571240885,0.01432994564758513,0.026220939982412848,0.026220939982412848,9972.896540488899,9972.896540488899,6,Sunday,1,January,2017
2017-01-30,10597.537400447134,287.3666919664133,302.7708039402638,-15.40411197385049,-15.40411197385049,0.028569920774942414,0.026269252599695536,0.02629671355636541,9992.814453837136,9993.04624564884,0,Monday,1,January,2017
2017-01-31,10582.133288473284,129.65060070780135,392.04239493835166,-262.3917942305503,-262.3917942305503,0.03704757672683905,0.026714575861992863,0.02663267803044271,10018.702549174961,10011.455215737105,1,Tuesday,1,January,2017
2017-02-01,10319.741494242733,302.89615009702,314.65460227436176,-11.75845217734178,-11.75845217734178,0.030490550800124597,0.026670302225212616,0.026749583265887618,10040.46973555389,10020.79722417667,2,Wednesday,2,February,2017
2017-02-02,10307.98304206539,258.76714403673424,286.95310109694145,-28.185957060207215,-28.185957060207215,0.027837948503206426,0.026545877673005213,0.0267815940081617,10057.7103435455,10029.24386587928,3,Thursday,2,February,2017
2017-02-03,10279.797085005182,87.73789077329276,167.48930390229154,-79.75141312899878,-79.75141312899878,0.01629305544820558,0.026053187399721196,0.02648192147787724,10072.934242930402,10036.402529282876,4,Friday,2,February,2017
2017-02-04,10200.045671876183,70.4644034331291,163.85700997247915,-93.39260653935004,-93.39260653935004,0.01606434081214653,0.025600412678085337,0.0261925442371625,10084.34556553914,10040.94817213269,5,Saturday,2,February,2017
2017-02-05,10106.653065336834,318.0137464348435,299.77637052693535,18.23737590790813,18.23737590790813,0.02966129029946517,0.025949973278444793,0.02628629413073825,10091.95683065278,10042.723980057128,6,Sunday,2,February,2017
2017-02-06,10124.890441244741,291.10370774497443,288.75018853113875,2.353519213835682,2.353519213835682,0.028518845730407742,0.026315108782773648,0.026345045488624288,10103.455976223895,10044.88625535154,0,Monday,2,February,2017
2017-02-07,10127.243960458576,255.60704109218634,280.1040827048274,-24.497041612641084,-24.497041612641084,0.0276584709323171,0.02620688745933791,0.02637872306410359,10118.368135709288,10046.997991379923,1,Tuesday,2,February,2017
2017-02-08,10102.746918845934,82.00654980869147,184.30866523486176,-102.30211542617029,-102.30211542617029,0.01824342099385341,0.0258416456455721,0.026175340512347333,10131.125459622732,10048.391714566573,2,Wednesday,2,February,2017
2017-02-09,10000.444803419765,267.28563978833427,261.8952275087476,5.390412279586656,5.390412279586656,0.02618835788376029,0.025774340875467875,0.026175658009211063,10141.159045691682,10047.222277709334,3,Thursday,2,February,2017
2017-02-10,10005.835215699353,60.49573833526098,144.40999825359273,-83.91425991833175,-83.91425991833175,0.01443257810472539,0.025352548577867912,0.025896060868628074,10152.200716140023,10046.236871471003,4,Friday,2,February,2017
2017-02-11,9921.92095578102,59.446707775404185,147.13364650272388,-87.6869387273197,-87.6869387273197,0.01482914923011922,0.02495066754193354,0.025638690830523215,10160.159259039016,10043.345803664259,5,Saturday,2,February,2017
2017-02-12,9834.2340170537,270.8604175330728,259.6150178219345,11.245399711138305,11.245399711138305,0.026399109210918915,0.02526643549566272,0.0256559730664413,10164.915686092896,10038.593263059473,6,Sunday,2,February,2017
2017-02-13,9845.47941676484,242.91614443040675,248.31301042565596,-5.396865995249215,-5.396865995249215,0.025221017678715537,0.025554076940912936,0.025646307391158505,10173.23587811465,10034.301844252925,0,Monday,2,February,2017
2017-02-14,9840.08255076959,252.45806414019285,254.85741163372893,-2.3993474935360837,-2.3993474935360837,0.025899926176310036,0.025417495241170724,0.025651820843009626,10184.205948115725,10030.079685698938,1,Tuesday,2,February,2017
2017-02-15,9837.683203276054,489.3566344996179,247.46212243679437,241.8945120628235,241.8945120628235,0.02515451222848758,0.025331105318716084,0.02564123980865809,10193.743224553571,10025.986143519729,2,Wednesday,2,February,2017
2017-02-16,10079.577715338877,243.38667188063624,235.6564721354427,7.730199745193545,7.730199745193545,0.02337959771636325,0.025125445385268248,0.025594122265068617,10207.103971651259,10027.102634599296,3,Thursday,2,February,2017
2017-02-17,10087.307915084071,58.641099594212264,142.6558500419979,-84.01475044778563,-84.01475044778563,0.01414211316268806,0.024658516155604347,0.02536040779359146,10219.807045607966,10028.331313792862,4,Friday,2,February,2017
2017-02-18,10003.293164636285,55.06929622945642,132.69277533848046,-77.62347910902403,-77.62347910902403,0.01326490918086625,0.024080265036123157,0.025118497821336957,10215.8659615714,10027.83055080973,5,Saturday,2,February,2017
2017-02-19,9925.66968552726,451.21313590003183,246.87252889570922,204.3406070043226,204.3406070043226,0.02487212820064696,0.024222190149934313,0.025113667044460684,10205.376566392313,10025.827396588506,6,Sunday,2,February,2017
2017-02-20,10130.010292531584,294.0053395790877,251.12529681543828,42.88004276364944,42.88004276364944,0.02479023116102676,0.02440497686927674,0.025107447123625413,10205.244729347962,10027.83091381818,0,Monday,2,February,2017
2017-02-21,10172.890335295233,313.69189197219805,273.23502602070556,40.45686595149249,40.45686595149249,0.02685913413149714,0.02415723436998002,0.025140497821887146,10209.70301482026,10030.567884034728,1,Tuesday,2,February,2017
2017-02-22,10213.347201246725,666.4640559834068,252.20981919002512,414.25423679338166,414.25423679338166,0.02469413936689025,0.02388156446930748,0.02513223192457239,10211.351981364474,10033.95268620532,2,Wednesday,2,February,2017
2017-02-23,10627.601438040105,480.4632780683905,298.2063637286644,182.25691433972605,182.25691433972605,0.028059611142479797,0.023636103234189434,0.025185457001261614,10220.687368429497,10044.746299875043,3,Thursday,2,February,2017
2017-02-24,10809.85835237983,121.76299888170891,217.58765618130295,-95.82465729959404,-95.82465729959404,0.02012863157761917,0.023066144818293242,0.025095156547268,10229.024116431288,10058.409015098343,4,Friday,2,February,2017
2017-02-25,10714.033695080236,101.93474543327919,206.74382893572485,-104.80908350244566,-104.80908350244566,0.019296544589985684,0.02260037657273359,0.024993426512929712,10229.636858787757,10069.911202466446,5,Saturday,2,February,2017
2017-02-26,10609.224611577789,492.2893683418485,350.6446744515097,141.64469389033883,141.64469389033883,0.03305092382235485,0.02323882669956301,0.025132348880333593,10223.767015914924,10079.20970952009,6,Sunday,2,February,2017
2017-02-27,10750.869305468128,593.3377520192378,374.4411359252158,218.89661609402197,218.89661609402197,0.03482891711229034,0.024006896611561288,0.025296697494434556,10224.928571494744,10090.593770468362,0,Monday,2,February,2017
2017-02-28,10969.76592156215,357.4401494088968,474.96959553332937,-117.52944612443258,-117.52944612443258,0.043298061137269125,0.024972500461217417,0.025596720221815132,10237.59673881762,10105.246639653258,1,Tuesday,2,February,2017
2017-03-01,10852.236475437716,332.1304477486967,361.22142218912495,-29.090974440428226,-29.090974440428226,0.03328543595660593,0.025129684300606202,0.025722764742057605,10246.086707983974,10117.492374666119,2,Wednesday,3,March,2017
2017-03-02,10823.145500997289,302.5116788381106,347.8474245875514,-45.33574574944083,-45.33574574944083,0.03213921725024387,0.024966072318053034,0.02582625591154448,10254.120448401438,10128.87387670372,3,Thursday,3,March,2017
2017-03-03,10777.809755247848,87.24857536870839,208.60719055847298,-121.35861518976459,-121.35861518976459,0.019355248913806404,0.02459489558850909,0.025723541514754988,10269.389390434942,10139.174446204419,4,Friday,3,March,2017
2017-03-04,10656.451140058085,76.20775947706548,186.95200916646004,-110.74424968939456,-110.74424968939456,0.017543552418093387,0.02425174905233866,0.02559572918511965,10281.004993701365,10147.256894545882,5,Saturday,3,March,2017
2017-03-05,10545.70689036869,369.04520075205767,311.5011126845224,57.544088067535256,57.544088067535256,0.029538191789591068,0.024693253597051507,0.02565638245595767,10289.86865388015,10153.386894481619,6,Sunday,3,March,2017
2017-03-06,10603.250978436226,323.30115674041684,296.690199458283,26.610957282133825,26.610957282133825,0.02798105977701181,0.025090477562547016,0.025691604839610006,10303.308830765485,10160.20301696578,0,Monday,3,March,2017
2017-03-07,10629.861935718362,246.15532165849902,294.3944912482282,-48.23916958972916,-48.23916958972916,0.027695043738903757,0.0250249360105283,0.025721506912733793,10320.749126444867,10167.212851574026,1,Tuesday,3,March,2017
2017-03-08,10581.622766128634,243.82274484341414,271.57284385097614,-27.750099007562,-27.750099007562,0.025664574314657136,0.02492979363000328,0.02572066966864443,10335.973537274333,10173.307115023359,2,Wednesday,3,March,2017
2017-03-09,10553.872667121072,255.75556388192854,274.93650302400124,-19.180939142072702,-19.180939142072702,0.02605076939013322,0.024876203578597156,0.02572545372257905,10350.194494163083,10178.822557807383,3,Thursday,3,March,2017
2017-03-10,10534.691727979,125.51716448885425,160.43204145053923,-34.91487696168498,-34.91487696168498,0.015228926065719524,0.024775720414326022,0.02557550332748106,10364.592654467519,10183.906403095549,4,Friday,3,March,2017
2017-03-11,10499.776851017314,59.85967932374251,160.92924358205173,-101.06956425830921,-101.06956425830921,0.015326920358927383,0.02441367249683159,0.025431157088487345,10381.237056054104,10188.355282643743,5,Saturday,3,March,2017
2017-03-12,10398.707286759005,279.4827573858219,283.2101865695467,-3.72742918372478,-3.72742918372478,0.027235134018068475,0.024840424360609695,0.025456212323620414,10394.33279175609,10191.276838256455,6,Sunday,3,March,2017
2017-03-13,10394.979857575281,249.23407892124996,258.74547397127213,-9.511395050022173,-9.511395050022173,0.024891387719497397,0.025175832310255632,0.025448475000276263,10410.101421815898,10194.067290575891,0,Monday,3,March,2017
2017-03-14,10385.46846252526,263.45070282000626,278.24896027349854,-14.798257453492283,-14.798257453492283,0.026792143395122443,0.02518893344972909,0.0254666326812877,10428.475903331619,10196.653792899531,1,Tuesday,3,March,2017
2017-03-15,10370.670205071767,316.1034425023844,261.5298022150873,54.57364028729711,54.57364028729711,0.025218216088598245,0.025188840063391844,0.025463320460051838,10445.982262941847,10198.974011728495,2,Wednesday,3,March,2017
2017-03-16,10425.243845359064,251.07047567466867,261.8546906489704,-10.784214974301733,-10.784214974301733,0.02511736843119871,0.025162754805221465,0.025458768459672192,10465.487639428165,10201.951246381528,3,Thursday,3,March,2017
2017-03-17,10414.459630384763,64.85255422392785,157.82155959355077,-92.96900536962292,-92.96900536962292,0.015154080499106994,0.02482940708090878,0.025324941343301217,10484.713520331787,10204.711095524428,4,Friday,3,March,2017
2017-03-18,10321.49062501514,54.880853176105106,146.6791399498404,-91.79828677373528,-91.79828677373528,0.014211042307624558,0.024523788567284155,0.02518245545822844,10492.777283987663,10206.208268979435,5,Saturday,3,March,2017
2017-03-19,10229.692338241404,414.0417796046323,283.0360117620422,131.0057678425901,131.0057678425901,0.027668086429537646,0.02497465434284581,0.02521391914140957,10497.52343142624,10206.505535678956,6,Sunday,3,March,2017
2017-03-20,10360.698106083995,243.9944897416013,274.7022313881756,-30.707741646574306,-30.707741646574306,0.026513872769525573,0.025416286462467786,0.025230168561761017,10509.4369294745,10208.432942809017,0,Monday,3,March,2017
2017-03-21,10329.99036443742,332.38880463617716,257.44337954677917,74.94542508939799,74.94542508939799,0.024921938013908275,0.025417946789576495,0.02522636324635543,10522.91428543817,10209.93365171801,1,Tuesday,3,March,2017
2017-03-22,10404.935789526819,714.9857824101649,241.57458793426943,473.4111944758955,473.4111944758955,0.023217306941714,0.02536551598226607,0.02520186255971346,10532.078468671347,10212.311726569336,2,Wednesday,3,March,2017
2017-03-23,10878.346984002714,530.2240413777223,305.2426971987076,224.98134417901468,224.98134417901468,0.028059658112357146,0.025405533448294736,0.02523629383143206,10555.593690294927,10220.336247743233,3,Thursday,3,March,2017
2017-03-24,11103.328328181728,97.7294701000623,211.7790030181427,-114.0495329180804,-114.0495329180804,0.019073470292742704,0.02521817781248982,0.025162926884542896,10585.259727859428,10230.848058224645,4,Friday,3,March,2017
2017-03-25,10989.278795263648,101.2848782082693,198.06773097558604,-96.78285276731674,-96.78285276731674,0.018023724273967163,0.024883648250206065,0.02507893626559495,10597.315639766877,10239.770772778043,5,Saturday,3,March,2017
2017-03-26,10892.49594249633,408.9392485309265,355.8897862872604,53.049462243666085,53.049462243666085,0.032672932647032776,0.025301791619186515,0.02516723854910004,10600.070226104095,10247.360600332908,6,Sunday,3,March,2017
2017-03-27,10945.545404739998,416.8049371818901,332.1442472945423,84.66068988734781,84.66068988734781,0.03034515275508394,0.025670078558023127,0.025226754804341237,10607.787283092755,10255.385713027243,0,Monday,3,March,2017
2017-03-28,11030.206094627347,325.49800159943294,322.5857769517435,2.9122246476894134,2.9122246476894134,0.02924567085912115,0.025543236792582004,0.025272424304963736,10621.819999194408,10264.190490090881,1,Tuesday,3,March,2017
2017-03-29,11033.118319275036,396.2275684564004,315.9578838695517,80.26968458684865,80.26968458684865,0.028637224284776153,0.025336847031664868,0.02531023104630994,10631.228299654636,10272.830128621039,2,Wednesday,3,March,2017
2017-03-30,11113.388003861884,434.60597261733596,322.5773005874018,112.02867202993417,112.02867202993417,0.029026009033006558,0.024861111961522783,0.02535151746838435,10636.015702397961,10282.169660568159,3,Thursday,3,March,2017
2017-03-31,11225.416675891818,108.80768415429964,326.3827251108172,-217.57504095651757,-217.57504095651757,0.029075332750166025,0.024720775187974785,0.02537323736275884,10648.455042413098,10295.785401411402,4,Friday,3,March,2017
2017-04-01,11007.8416349353,87.54656542479495,212.38606394424818,-124.83949851945323,-124.83949851945323,0.019294069717555172,0.024292603603551826,0.025324417261199238,10654.611580211033,10309.144859262477,5,Saturday,4,April,2017
2017-04-02,10883.002136415846,364.5754083283214,337.4336271743036,27.141781154017792,27.141781154017792,0.03100556472788053,0.024680947464020962,0.02531538175924756,10658.117992916632,10322.659039635155,6,Sunday,4,April,2017
2017-04-03,10910.143917569863,302.6965284456259,344.73279063095754,-42.03626218533162,-42.03626218533162,0.031597455838854205,0.025149410911379656,0.025315679212241177,10666.57441883369,10335.096585360185,0,Monday,4,April,2017
2017-04-04,10868.10765538453,313.70712815072284,313.38438424687314,0.3227439038496982,0.3227439038496982,0.028835230031201333,0.025125978852766667,0.025290806616513128,10677.321111000883,10346.708002603813,1,Tuesday,4,April,2017
2017-04-05,10868.430399288382,302.26227687590585,298.9327643107889,3.329512565116943,3.329512565116943,0.027504685895615777,0.0251100997233868,0.02526699665467305,10686.160425029291,10357.938273777972,2,Wednesday,4,April,2017
2017-04-06,10871.7599118535,294.0421698921191,295.1062734294081,-1.064103537288986,-1.064103537288986,0.02714429639930267,0.02509174147873343,0.025355550255902172,10694.223690900462,10368.976549332703,3,Thursday,4,April,2017
2017-04-07,10870.695808316212,124.70673463854462,186.14691567722573,-61.44018103868112,-61.44018103868112,0.017123735127867447,0.024807046839173775,0.025350649750650236,10703.85945897338,10381.096324157203,4,Friday,4,April,2017
2017-04-08,10809.255627277531,69.13043415518536,169.6342844158846,-100.50385026069924,-100.50385026069924,0.01569342887847028,0.024461802155451674,0.025181631064462247,10712.37222431193,10393.644951394766,5,Saturday,4,April,2017
2017-04-09,10708.751777016832,312.36430653444023,315.92175148014456,-3.557444945704333,-3.557444945704333,0.029501267566793093,0.024937546872154128,0.025184970977350746,10718.174225946523,10404.630780012258,6,Sunday,4,April,2017
2017-04-10,10705.194332071129,248.95669821257613,278.8870505419751,-29.93035232939897,-29.93035232939897,0.026051563557932998,0.02529503497878765,0.025161016117029037,10725.021475314985,10415.805859020255,0,Monday,4,April,2017
2017-04-11,10675.26397974173,232.45149815179636,271.98745857131763,-39.535960419521274,-39.535960419521274,0.02547828878868604,0.025236473471141566,0.025143148803206394,10734.240031747742,10426.924513214619,1,Tuesday,4,April,2017
2017-04-12,10635.72801932221,240.6910214349225,254.33385694866288,-13.64283551374038,-13.64283551374038,0.023913159163774008,0.025203865852617455,0.025110121901602205,10742.264970472641,10437.508550442519,2,Wednesday,4,April,2017
2017-04-13,10622.08518380847,242.26440238164327,242.82230225870424,-0.5578998770609758,-0.5578998770609758,0.022860135091822158,0.02507279890917411,0.02517605595152197,10750.152194515415,10447.847927979976,3,Thursday,4,April,2017
2017-04-14,10621.52728393141,71.98368152573615,160.14898337421525,-88.1653018484791,-88.1653018484791,0.01507777357183781,0.02473478415861543,0.025159233720973406,10758.514097144069,10459.244079400189,4,Friday,4,April,2017
2017-04-15,10533.361982082932,57.740629362129965,141.86513985864588,-84.12451049651591,-84.12451049651591,0.01346817284927225,0.024346477639217882,0.024975575895203356,10762.118035034864,10470.603874192917,5,Saturday,4,April,2017
2017-04-16,10449.237471586415,275.23829544588216,270.6136051192315,4.6246903266506365,4.6246903266506365,0.025897928519194296,0.024704605906554124,0.024955039435392998,10763.277296408254,10480.578013764538,6,Sunday,4,April,2017
2017-04-17,10453.862161913066,234.97464367735705,264.428952134006,-29.45430845664896,-29.45430845664896,0.025294857349220615,0.025074066407940663,0.024907766786831022,10767.689680971516,10489.190312203478,0,Monday,4,April,2017
2017-04-18,10424.407853456418,358.29652686746175,239.37288812474932,118.92363874271243,118.92363874271243,0.022962732415096415,0.02491722127412595,0.024850130590858704,10774.180198145352,10497.170225059852,1,Tuesday,4,April,2017
2017-04-19,10543.33149219913,255.76136194358443,251.79708012458195,3.96428181900248,3.96428181900248,0.02388211736592777,0.024829496094006025,0.024775349197532322,10780.26797768252,10501.856956242807,2,Wednesday,4,April,2017
2017-04-20,10547.295774018134,560.414258408842,258.5963676589629,301.8178907498791,301.8178907498791,0.024517788559223,0.024816024445516515,0.024818720461675773,10787.511491335212,10505.2674477219,3,Thursday,4,April,2017
2017-04-21,10849.113664768012,98.96506260250489,163.21302303302943,-64.24796043052454,-64.24796043052454,0.015043903868668652,0.024543577676415004,0.024771356842652602,10802.317420509917,10513.213539509741,4,Friday,4,April,2017
2017-04-22,10784.865704337488,58.32842386199837,139.0104978281957,-80.68207396619732,-80.68207396619732,0.012889404619316498,0.02403790255998032,0.024533556792751692,10799.201377854411,10521.499360989867,5,Saturday,4,April,2017
2017-04-23,10704.18363037129,74.28496380409581,154.6191434560548,-80.33417965195898,-80.33417965195898,0.014444739439759742,0.02388361153154755,0.024327784604448285,10785.896554594063,10527.502754605988,6,Sunday,4,April,2017
2017-04-24,10623.84945071933,378.76315275781,303.0965101606327,75.66664259717732,75.66664259717732,0.028529819776400386,0.024233814714961992,0.024251188733119166,10773.715576442588,10530.572861546321,0,Monday,4,April,2017
2017-04-25,10699.516093316508,434.5936421781601,340.47839539033225,94.11524678782786,94.11524678782786,0.03182184992487776,0.024205445290890158,0.024191127242789972,10767.282914803258,10532.125752446214,1,Tuesday,4,April,2017
2017-04-26,10793.631340104337,436.1691509726638,379.75767290607786,56.411478066585914,56.411478066585914,0.03518349487211659,0.024366723361457912,0.02421239283073821,10762.219112648736,10533.214418176416,2,Wednesday,4,April,2017
2017-04-27,10850.042818170923,563.7299200752781,366.89734412346934,196.83257595180874,196.83257595180874,0.03381528997369617,0.024519043998610417,0.024433702496918473,10756.21367010019,10533.933561736507,3,Thursday,4,April,2017
2017-04-28,11046.875394122733,130.89333380718685,241.5551879609764,-110.66185415378956,-110.66185415378956,0.021866381156927954,0.024293349227682136,0.0245456976236361,10756.672239261778,10537.609703470387,4,Friday,4,April,2017
2017-04-29,10936.213539968945,135.0813313156191,209.16741265231556,-74.08608133669645,-74.08608133669645,0.01912612732806144,0.023963353170850635,0.024598988531196946,10750.766423798681,10541.45962167142,5,Saturday,4,April,2017
2017-04-30,10862.127458632249,0.0547780518818492,319.87372619137517,-319.81894813949333,-319.81894813949333,0.029448533669816965,0.023975793201505665,0.02460875089669555,10738.656783223361,10544.399511206811,6,Sunday,4,April,2017
2017-05-01,10542.308510492756,387.4990632356006,368.1573746388946,19.34168859670598,19.34168859670598,0.03492189346123458,0.024496720659628317,0.02458513219374439,10723.13901240861,10543.957013673695,0,Monday,5,May,2017
2017-05-02,10561.650199089461,320.55342697978057,339.09453496256754,-18.54110798278697,-18.54110798278697,0.03210620770150118,0.024533408758749004,0.02460308393709302,10712.427281164397,10546.644888171992,1,Tuesday,5,May,2017
2017-05-03,10543.109091106675,291.40100047111173,317.51077919060504,-26.109778719493306,-26.109778719493306,0.030115478882641152,0.024484009526875235,0.024628389830197852,10700.19278694896,10549.257399828006,2,Wednesday,5,May,2017
2017-05-04,10516.999312387183,325.0763141985005,302.45457602852167,22.621738169978812,22.621738169978812,0.028758637995942738,0.02448145645903328,0.024766896302950484,10688.489175515713,10551.89298013225,3,Thursday,5,May,2017
2017-05-05,10539.621050557162,85.85980673784547,191.16420478405047,-105.304398046205,-105.304398046205,0.018137673438832495,0.024169222710473837,0.02478993333213588,10677.528863891339,10555.666039895372,4,Friday,5,May,2017
2017-05-06,10434.316652510957,77.87213010873417,176.84100368531205,-98.96887357657788,-98.96887357657788,0.01694801965232254,0.023829346818907835,0.02464867476938986,10662.947421913255,10559.30674641953,5,Saturday,5,May,2017
2017-05-07,10335.347778934378,318.2037213521852,309.0259065448276,9.177814807357606,9.177814807357606,0.029899904014327187,0.02425521911512316,0.024664019861433406,10645.102487600527,10561.645161282746,6,Sunday,5,May,2017
2017-05-08,10344.525593741735,252.3719538651352,281.5129007294099,-29.140946864274724,-29.140946864274724,0.02721370817620873,0.024639228425047774,0.0246590780530322,10629.611486482667,10564.05940165256,0,Monday,5,May,2017
2017-05-09,10315.38464687746,77.12145881107294,175.08294755261483,-97.96148874154188,-97.96148874154188,0.016972992626660185,0.024221619260376675,0.02464496218228561,10616.499248811355,10566.422043075132,1,Tuesday,5,May,2017
2017-05-10,10217.423158135918,282.4709743157783,284.05533206467675,-1.5843577488984693,-1.5843577488984693,0.02780107348676163,0.024279936258004297,0.024662881244541177,10600.24020968018,10568.832913683089,2,Wednesday,5,May,2017
